fire_name,fire_size,fire_size_class,Cause,latitude,longitude,state,discovery_month,putout_time,discovery_year,Vegetation,fire_mag,Temp_cont,Wind_cont,Hum_cont,remoteness
LINDEN - 6223,1,B,Debris Burning,33.40055556,-94.20027778,TX,Sep,0,2012,16,0.1,0,0,0,0.246071062
NORTHHORSE,2,B,Smoking,39.4291,-110.4465,UT,Jun,0,1997,0,0.1,0,0,0,0.398586957
FY2002-JASPER-068,4.33,B,Debris Burning,33.3669,-83.5436,GA,Apr,0,2002,16,0.1,0,0,0,0.148776357
GARDINIA RD (64),1.6,B,Miscellaneous,29.0607,-81.2478,FL,Dec,0,2011,12,0.1,0,0,0,0.131583529
QUARRY,1.2,B,Lightning,43.46583333,-103.9202778,SD,Aug,0,2007,9,0.1,0,0,0,0.333212771
BLOCK 122,47,C,Miscellaneous,48.45053,-118.65481,WA,Sep,3,2009,15,1,11.75555556,2.998611111,38.19444444,0.478076644
PAGE,1.5,B,Missing/Undefined,36.424444,-94.829167,OK,Aug,0,2010,0,0.1,0,0,0,0.250042403
WOODLAND,100,D,Equipment Use,40.026289,-122.145359,CA,Sep,0,2014,14,3,0,0,0,0.51633054
FY2001-STEPHENS-039,1.37,B,Arson,34.5324,-83.3147,GA,Apr,0,2001,16,0.1,-1,-1,-1,0.145959783
FY2012-COWETA-013,1.25,B,Debris Burning,33.4257736,-84.63054768,GA,Mar,0,2012,16,0.1,0,0,0,0.15848115
WATERHOLLW,200,D,Lightning,39.7833,-111.6674,UT,Sep,1,1995,0,3,22.70952381,2.552380952,58.61904762,0.410516336
RIFFE LAKE FIRE,0.75,B,Miscellaneous,46.482,-122.1669,WA,May,6,2015,9,0.1,-1,-1,-1,0.514382749
5.92E+12,10,C,Debris Burning,30.69951909,-88.48040827,MS,Oct,0,2014,12,1,0,0,0,0.195307189
DEVIL,4,B,Lightning,33.62333333,-109.2116667,AZ,Jul,2,2000,16,0.1,33.35416667,8.239583333,24.97916667,0.38972092
STRANGE CREEK,7,B,Fireworks,38.57589682,-80.87098524,WV,Apr,0,1999,0,0.1,-1,-1,-1,0.121917876
HICKORY,1,B,Miscellaneous,41.61307,-87.2556,IN,Jun,0,1995,15,0.1,0,0,0,0.17779738
LD2208,7,B,Arson,47.9831,-99.0712,ND,Aug,0,1998,15,0.1,0,0,0,0.285667855
FY2011-BERRIEN-049,12.38,C,Arson,31.10526836,-83.1733894,GA,Feb,0,2011,12,1,0,0,0,0.14709532
HOUSE,20,C,Miscellaneous,39.9967,-96,KS,Mar,0,2000,0,1,0,0,0,0.259173064
DEAD DOG,1,B,Debris Burning,48.8192,-99.7044,ND,May,0,2014,15,0.1,0,0,0,0.2915514
20066,675,E,Arson,34.72600002,-95.38500001,OK,Feb,0,2011,16,10,0,0,0,0.256264487
118451-07334-02102015-1551,2,B,Miscellaneous,36.871981,-94.324617,MO,Feb,0,2015,0,0.1,-1,-1,-1,0.245081037
13 TH STREET,34,C,Debris Burning,35.2886,-96.9508,OK,Mar,0,2012,15,1,0,0,0,0.2706109
GARFIELD ASSIST 18,1.5,B,Lightning,39.4886,-108.0053,CO,Aug,0,2007,0,0.1,-1,-1,-1,0.374533942
BOOTH LAKE 2004,1.5,B,Arson,46.94,-95.576,MN,Apr,0,2004,15,0.1,0,0,0,0.252917339
HWY 45,7.8,B,Debris Burning,34.9308,-106.7062,NM,Mar,0,2013,16,0.1,0,0,0,0.364325436
FY2014-ECHOLS-002,9.1,B,Railroad,30.82503889,-82.880625,GA,Feb,0,2014,12,0.1,0,0,0,0.144695626
NICOLA,80,C,Miscellaneous,33.3003,-110.4518,AZ,Jun,0,2001,16,1,0,0,0,0.402170736
FY2015-WEBSTER-004,4,B,Debris Burning,32.08242778,-84.63710833,GA,Mar,0,2015,12,0.1,0,0,0,0.159483186
GREEN,1,B,Lightning,34.22111111,-111.1869444,AZ,Jul,0,2006,16,0.1,-1,-1,-1,0.40883237
FY2003-LOWNDES-005,7.5,B,Arson,31.01409449,-83.43019621,GA,Aug,0,2002,12,0.1,-1,-1,-1,0.149460032
FY2002-HENRY-001,4,B,Debris Burning,33.3328,-84.1987,GA,Jul,0,2001,16,0.1,-1,-1,-1,0.154667824
FY2001-WASHINGTON-008,2.26,B,Lightning,33.0239,-82.9489,GA,Jul,0,2000,16,0.1,-1,-1,-1,0.143697652
BRIDGE,1.1,B,Lightning,45.03555556,-118.8844444,OR,Aug,0,1999,9,0.1,0,0,0,0.481145328
30308,7,B,Debris Burning,35.66583333,-94.79083333,OK,Jul,0,2012,15,0.1,0,0,0,0.250129961
JONES 2,0.9,B,Lightning,38.5625,-119.6711111,CA,Jul,3,2012,0,0.1,18.22077922,1.837662338,23.8961039,0.49166659
TANK,30,C,Miscellaneous,33.3451,-110.4573,AZ,Jul,0,1995,16,1,0,0,0,0.402194536
LIVINGSTON - 1034,4,B,Arson,30.8385,-95.17466667,TX,Nov,0,2011,12,0.1,0,0,0,0.257022123
F87,4,B,Debris Burning,36.0001,-95.0002,OK,Mar,0,1995,0,0.1,-1,-1,-1,0.251887073
FY2013-BALDWIN-015,1.9,B,Debris Burning,32.99216111,-83.21270556,GA,Dec,0,2012,12,0.1,0,0,0,0.146075495
FY2014-TREUTLEN-019,2.39,B,Debris Burning,32.34758889,-82.63076667,GA,Jan,0,2013,12,0.1,0,0,0,0.141336291
HALLS RANCH (08),5,B,Miscellaneous,26.9246,-81.7845,FL,Apr,0,2012,12,0.1,0,0,0,0.138201269
BAHI,13,C,Campfire,30.26333333,-84.98666667,FL,May,0,2002,12,1,0,0,0,0.16400326
FY2003-JOHNSON-021,9.72,B,Miscellaneous,32.75471883,-82.90434181,GA,Oct,0,2002,12,0.1,-1,-1,-1,0.143487686
TROUT,878,E,Lightning,36.19666667,-115.6638889,NV,Aug,16,2000,0,10,32.86046512,4.05,22.71428571,0.452329793
FY2000-LONG-020,1,B,Arson,31.6351,-81.7147,GA,Jan,0,1999,12,0.1,0,0,0,0.133703752
RAILROAD 2,7,B,Railroad,40.9222,-118.5942,NV,Jul,0,2011,15,0.1,0,0,0,0.479614427
JOLLER MOUNTAIN FIRE,5.5,B,Debris Burning,40.21528,-78.06444,PA,Apr,0,2015,14,0.1,0,0,0,0.096436842
COOKS CREEK,1.32,B,Arson,37.51916667,-91.03416667,MO,Mar,0,2009,0,0.1,0,0,0,0.214241547
120791-11043-03162015-1620,10,C,Miscellaneous,38.04407,-90.90198,MO,Mar,0,2015,0,1,0,0,0,0.212748227
BASE POLE,6.5,B,Smoking,33.2859,-112.2363,AZ,Jun,0,1994,16,0.1,0,0,0,0.419874539
FY2000-BIBB-010,2.77,B,Arson,32.7156,-83.7917,GA,Feb,0,2000,12,0.1,0,0,0,0.151447745
WIDECANYON,35,C,Lightning,37.3166,-113.6341,UT,Jun,1,1994,0,1,28.0375,4.5,69.45833333,0.431339873
JOHN,1,B,Arson,47.1063,-95.7336,MN,Apr,0,2003,15,0.1,0,0,0,0.254359775
250FIRE,26.4,C,Lightning,34.86833333,-93.95,AR,Jul,1,2011,16,1,29.70833333,0.981944444,68.125,0.242780285
1610 LIGHTNING,9.7,B,Lightning,34.6803,-96.8144,OK,Jul,2,2011,16,0.1,29.61805556,2.673611111,58.5,0.269706965
GREEN,5,B,Lightning,26.0683,-80.9056,FL,Jun,8,2011,12,0.1,16.51384549,2.678645833,0,0.131193608
WINDOW ROCK RD 11-13-2011,14.5,C,Arson,35.337383,-85.3436,TN,Nov,1,2011,15,1,-1,-1,-1,0.163662644
WEEKLY RUN,26,C,Equipment Use,38.87771942,-81.79572339,WV,Feb,0,1993,0,1,-1,-1,-1,0.129970608
STATE,2,B,Miscellaneous,31.47833333,-91.01666667,MS,May,0,1999,12,0.1,-1,-1,-1,0.217954021
BALLARD,240,D,Lightning,32.0831,-104.4925,NM,Jun,2,2008,12,3,30.25961538,4.869230769,31.90384615,0.344743555
RADIO TOWER HILL RD FIRE,2,B,Miscellaneous,37.8872,-86.19836,KY,Mar,0,2011,0,0.1,0,0,0,0.169928799
DUTTON STORE FIRE,35,C,Equipment Use,34.55511666,-79.06508333,NC,Sep,0,2010,16,1,0,0,0,0.108275327
YONTZ'S DEER WOODS,1,B,Debris Burning,36.41825,-80.42666666,NC,Mar,0,2014,0,0.1,0,0,0,0.119145744
TRI,1.5,B,Arson,33.3353,-110.4511,AZ,Jun,1,2005,16,0.1,26.70833333,5.495833333,17.625,0.402139933
4D RANCH FIRE,30,C,Debris Burning,29.74413333,-97.37951667,TX,Aug,0,2011,12,1,0,0,0,0.278588322
TMCOMPX I,80.6,C,Miscellaneous,48.8583,-99.7632,ND,Apr,0,1998,16,1,0,0,0,0.292105099
BIRK,1,B,Miscellaneous,36.924327,-119.740789,CA,Aug,0,2015,0,0.1,0,0,0,0.493242965
M.SHIELDS,1,B,Fireworks,48.4689,-108.7549,MT,Aug,0,2005,15,0.1,0,0,0,0.379097964
061 RED BERRY,1,B,Arson,30.98361111,-93.15972222,LA,Dec,0,2005,12,0.1,0,0,0,0.238138399
HARD TIME,30,C,Arson,35.7094,-94.7644,OK,Feb,0,2009,15,1,0,0,0,0.249856998
ESTRELLA,300,E,Miscellaneous,33.2667,-111.9965,AZ,Sep,0,1992,16,10,0,0,0,0.417503509
FY2003-BARTOW-020,8,B,Lightning,34.27581207,-84.71555288,GA,Sep,0,2002,16,0.1,-1,-1,-1,0.15868071
IRON 3,9,B,Miscellaneous,40.6342,-122.4575,CA,Sep,0,2013,15,0.1,0,0,0,0.519278498
FRENCH BROAD CROSSING FIRE,1.5,B,Equipment Use,35.8633,-82.76183333,NC,Apr,0,2014,15,0.1,-1,-1,-1,0.140202392
SOUTH WK,1,B,Children,43.143,-102.3727,SD,Feb,0,1995,9,0.1,-1,-1,-1,0.318418096
KIDD CR,5,B,Lightning,45.1833,-107.234,MT,Apr,1,2000,9,0.1,13.73913043,2.97826087,49,0.364890343
131434-01509-11192015-1907,1,B,Miscellaneous,38.165207,-92.789111,MO,Nov,0,2015,0,0.1,0,0,0,0.230114796
PATRICKS,1.1,B,Campfire,34.3275,-110.7616667,AZ,Apr,3,2015,16,0.1,13.79861111,1.952777778,0,0.404552015
ARGO,15,C,Miscellaneous,63.9551,-146.5715,AK,Jun,12,2002,0,1,15.50627615,2.70251046,57.75732218,0.777364263
FENCER,1.2,B,Equipment Use,44.483674,-88.783244,WI,May,0,2012,15,0.1,0,0,0,0.190717268
MUSKEGON 02,2,B,Campfire,43.37365,-86.21285,MI,Apr,0,2012,9,0.1,0,0,0,0.167714261
TOPOCK MARINA,1,B,Equipment Use,34.71388889,-114.475,AZ,Aug,0,2004,16,0.1,0,0,0,0.441288522
DOG WOOD STAND,2,B,Missing/Undefined,34.28666667,-78.27333333,NC,May,0,2011,16,0.1,0,0,0,0.101499441
WELLS,55,C,Lightning,36.4081,-113.9089,AZ,Jul,5,2006,0,1,34.8,3.788429752,32.94214876,0.434595581
MONTANO,4,B,Debris Burning,34.9128,-108.7245,NM,Mar,0,1997,16,0.1,0,0,0,0.384093611
SNEADS COMMAND(32),1,B,Debris Burning,30.7083,-84.9367,FL,Mar,0,2012,12,0.1,0,0,0,0.163206203
FY2000-CHARLTON-072,46.74,C,Debris Burning,30.8467,-82.0391,GA,Feb,0,2000,12,1,0,0,0,0.13718218
BEGGS RANCH FIRE,150,D,Miscellaneous,33.17388889,-101.0238889,TX,Jun,5,2011,16,3,-1,-1,-1,0.310618502
CODY,15,C,Miscellaneous,32.68728,-104.04135,NM,May,0,2000,12,1,0,0,0,0.339949597
SILVER,0.66,B,Lightning,42.89388889,-121.1663889,OR,Aug,1,2011,4,0.1,17.96,1.128,58.36,0.505128825
MCDANIEL ROAD,2,B,Debris Burning,34.714851,-81.069092,SC,Feb,0,2011,16,0.1,0,0,0,0.125859385
HORSE,1.3,B,Miscellaneous,41.0825,-114.105,NV,Sep,0,2006,15,0.1,0,0,0,0.434252686
SHILOH TOWER,8.6,B,Campfire,33.02333333,-87.3775,AL,Apr,0,2006,16,0.1,-1,-1,-1,0.183567865
BENT MOUNTAIN ROUND,1,B,Debris Burning,37.44301769,-80.97096901,WV,Oct,0,1996,0,0.1,0,0,0,0.12339104
SLAUGHTERH,1,B,Missing/Undefined,35.1169,-114.0338,AZ,Jun,0,2005,15,0.1,0,0,0,0.436616535
PAISANO/MARAVILLAS,400,E,Lightning,30.15,-103.4444444,TX,Apr,1,2009,12,10,23.97428571,3.244285714,21.1,0.336088606
ZION CHURCH ROAD,10,C,Debris Burning,40.14722,-79.6125,PA,Apr,0,2015,14,1,0,0,0,0.110062609
CUTLER,4,B,Smoking,36.85333333,-112.2783333,AZ,Aug,0,1996,0,0.1,0,0,0,0.418076072
RIDGE,250,D,Equipment Use,35.25,-119.6343,CA,May,0,1993,15,3,0,0,0,0.493137057
ELDERCARE,1,B,Equipment Use,34.7536,-95.093,OK,Jul,0,2011,16,0.1,0,0,0,0.253515651
BLACKBIRD LANE,1.5,B,Children,35.76183333,-77.61533333,NC,Nov,0,2012,15,0.1,0,0,0,0.094822252
FY2002-MARION-019,1.09,B,Smoking,32.3387,-84.5416,GA,Nov,0,2001,12,0.1,0,0,0,0.158440483
WEST PICKET CREEK,0.8,B,Arson,42.4984,-123.5306,OR,Apr,6,2014,9,0.1,14.13333333,1.831770833,50.9895288,0.529618275
AUNGOOP,1,B,Fireworks,35.0436,-98.5939,OK,Jul,0,2013,15,0.1,0,0,0,0.286276961
ALONZO ROAD,2,B,Debris Burning,35.27916667,-78.39466667,NC,Nov,0,2012,15,0.1,0,0,0,0.101936303
UINTA RIVER,8,B,Miscellaneous,40.3161,-109.8536,UT,Apr,31,2010,14,0.1,8.678890229,2.780193237,49.19975639,0.392330183
LEER MINE #1,0.7,B,Structure,39.32323702,-79.96531585,WV,Apr,0,2013,0,0.1,0,0,0,0.113550822
GLEN FALLS,1,B,Debris Burning,39.31006226,-80.3291031,WV,Mar,0,1999,0,0.1,0,0,0,0.11676856
PRAIRIE STAR,342,E,Equipment Use,37.27805556,-103.2652778,CO,Jul,0,2011,0,10,0,0,0,0.329596264
FAST RUNNER 1,1,B,Arson,35.1028,-98.4247,OK,Aug,0,2012,15,0.1,0,0,0,0.2846382
46-S166 FIRE-1096,16.6,C,Arson,30.8634,-86.7813,FL,Nov,0,2010,12,1,0,0,0,0.179737985
IGLOO,1,B,Miscellaneous,36.9211,-94.7453,OK,Nov,1,2012,0,0.1,9.236111111,1.831944444,58.90277778,0.248978393
WHISKEY,244,D,Missing/Undefined,40.4178,-111.338,UT,Aug,9,2012,14,3,24.39683642,0,0,0.40696542
FY2014-LOWNDES-011,3,B,Debris Burning,30.64845556,-83.30839722,GA,Feb,0,2014,12,0.1,0,0,0,0.148652317
RED HILL,0.75,B,Lightning,47.4225,-120.5344444,WA,Jun,1,2009,15,0.1,21.88461538,6.95,42.38461538,0.497432144
HWY 204 EAST,1,B,Debris Burning,36.83219,-84.19675,KY,Oct,0,2011,0,0.1,-1,-1,-1,0.152477602
OYSTER,30,C,Lightning,30.05083333,-84.55222222,FL,Jun,0,2006,12,1,-1,-1,-1,0.160266425
VIEW,1.5,B,Miscellaneous,36.0611,-115.3283,NV,Jun,1,2007,0,0.1,32.95833333,4.6375,7.458333333,0.449032967
POST 1,95.8,C,Campfire,44.84437,-108.19842,WY,Apr,2,2002,15,1,14.16666667,4.777777778,47.75925926,0.374424077
CROMWELL,5,B,Debris Burning,43.1666,-112.3175,ID,Aug,0,1993,9,0.1,0,0,0,0.415630203
LOSTMAN CREEK,2737,F,Arson,36.7083,-96.6917,OK,Jan,0,2008,0,50,-1,-1,-1,0.267336838
FORTUNE BIN FIRE,86,C,Equipment Use,32.894143,-98.297492,TX,Jun,1,2011,12,1,28.20833333,3.204166667,35.77777778,0.284889236
GUTIERREZ,4,B,Arson,35.884219,-119.509619,CA,Jun,0,2005,15,0.1,0,0,0,0.491481976
3.52E+12,1,B,Debris Burning,30.97371887,-89.32304447,MS,Dec,0,2014,12,0.1,-1,-1,-1,0.202792254
ALLEN,3.8,B,Campfire,41.95284,-112.177856,UT,Jul,1,2014,15,0.1,0,0,0,0.414678457
RUM CREEK 2 (14),2,B,Miscellaneous,27.1675,-81.5926,FL,May,0,2012,12,0.1,0,0,0,0.136278018
FY2000-LAMAR-034,2.32,B,Debris Burning,33.1271,-84.1985,GA,Apr,0,2000,16,0.1,-1,-1,-1,0.154807029
MILLER CR,2,B,Lightning,43.3821,-122.942,OR,Jul,1,2002,9,0.1,26.16666667,2.508333333,51.625,0.523231465
ORHONDO,5,B,Lightning,34.6842,-113.7135,AZ,Jul,3,2006,16,0.1,24.15375,3.2175,42.4375,0.433683806
FY2014-CLINCH-008,1.2,B,Debris Burning,31.01999722,-82.64108056,GA,Apr,0,2014,12,0.1,0,0,0,0.142409796
FOLDING CHAIR,1,B,Arson,30.56333333,-88.885,MS,Feb,0,1996,12,0.1,-1,-1,-1,0.199104968
TURNER FORK,22,C,Arson,38.33563651,-81.31635398,WV,Nov,0,1996,0,1,-1,-1,-1,0.125985195
HUNTINGTON,15,C,Lightning,40.5999,-115.7509,NV,Aug,1,1992,15,1,25.49166667,2.554166667,30.54166667,0.450980758
FY2013-PEACH-002,4.2,B,Lightning,32.509,-83.83575,GA,Jul,0,2012,12,0.1,0,0,0,0.15198831
FY2002-TROUP-046,6,B,Debris Burning,33.1102,-84.9129,GA,Apr,0,2002,16,0.1,0,0,0,0.161235155
FY2013-BULLOCH-052,6,B,Debris Burning,32.52666667,-81.87,GA,Mar,0,2013,12,0.1,0,0,0,0.134436798
WAR BRANCH,5,B,Debris Burning,37.50507612,-81.84516673,WV,Mar,0,1998,0,0.1,-1,-1,-1,0.13111349
VILLAGE CREEK,14999,G,Lightning,61.85,-158.28,AK,Jun,52,2015,0,100,15.52348993,0.686744966,56.91778523,0.909489892
FY2015-PULASKI-022,4.1,B,Debris Burning,32.28246389,-83.40600833,GA,Jun,0,2015,12,0.1,0,0,0,0.148304401
WOLVERINE,200,D,Lightning,43.2019,-112.0652,ID,Jul,2,2000,9,3,25.91666667,5.558333333,33.66666667,0.413109157
CANALFIRE,2,B,Debris Burning,43.0169,-108.786,WY,Apr,0,1993,9,0.1,0,0,0,0.380762783
BUN,1,B,Lightning,41.1646,-115.8445,NV,Jul,0,2004,15,0.1,0,0,0,0.451686907
LUCK OF THE IRISH,17,C,Lightning,34.83166667,-94.90083333,OK,Mar,0,2011,16,1,0,0,0,0.251670485
EARLY MORNING,1,B,Campfire,33.05638889,-79.63,SC,Jan,0,2011,16,0.1,0,0,0,0.114243887
GREEN HILL FIRE,12,C,Debris Burning,38.26821899,-83.14230347,KY,Nov,0,2013,0,1,-1,-1,-1,0.142271428
FY2012-TATTNALL-002,0.83,B,Miscellaneous,31.86937522,-81.93732069,GA,Jul,0,2011,12,0.1,0,0,0,0.135509414
HWY 360,2,B,Miscellaneous,32.4117,-103.5983,NM,Jun,0,2005,12,0.1,0,0,0,0.335868227
CRESTLINE,2.1,B,Arson,42.75,-112.5,ID,Aug,0,1996,4,0.1,0,0,0,0.417590827
SAND SPRGS,1,B,Lightning,40.4436,-107.7876,CO,Jun,0,2002,14,0.1,0,0,0,0.371971142
7.72E+12,20,C,Campfire,31.560994,-90.18776092,MS,Feb,0,2015,12,1,0,0,0,0.21027281
SUN VALLEY RD.,6,B,Equipment Use,39.21365132,-81.63464967,WV,Mar,0,2002,0,0.1,0,0,0,0.128377681
STOTONIC,1,B,Miscellaneous,33.1501,-111.8007,AZ,May,0,1992,16,0.1,0,0,0,0.415638309
PEARBLOSSOM,30,C,Arson,34.53333333,-118.09,CA,Aug,0,1995,16,1,0,0,0,0.477869816
CHANNAL ROAD(54),3,B,Lightning,29.5336,-81.7787,FL,Aug,0,2012,12,0.1,0,0,0,0.135906596
5,9,B,Miscellaneous,38.19,-96.68,KS,Feb,0,2015,0,0.1,0,0,0,0.266429063
SOUTH PINE,650,E,Miscellaneous,45.8332,-120.0178,WA,Jul,1,2000,15,10,22.95652174,5.113043478,44.04347826,0.492495784
FY2016-WARREN-001,1.7,B,Railroad,33.39073889,-82.62793333,GA,Aug,0,2015,16,0.1,0,0,0,0.140582877
TYLER,3208,F,Debris Burning,38.40111111,-75.97111111,MD,Feb,3,2007,0,50,-1.103896104,1.927922078,53.77272727,0.079044528
CASTLE,200,D,Missing/Undefined,36.4102,-119.0868,CA,Jul,7,2003,0,3,28.1350211,2.072995781,47.96624473,0.48686529
GRANDADDY LONG LEG,10,C,Arson,34.06555556,-87.12388889,AL,Jun,0,2007,16,1,0,0,0,0.180563223
FY2000-BERRIEN-157,4.56,B,Debris Burning,31.1213,-83.1967,GA,Apr,0,2000,12,0.1,-1,-1,-1,0.147291401
WATER 2,64,C,Lightning,33.47666667,-107.9327778,NM,Jul,1,2009,16,1,26.35,2.989285714,40.96428571,0.37726273
SHORES,5,B,Miscellaneous,34.758,-114.508,AZ,Apr,1,1998,16,0.1,21.04583333,7.383333333,25.54166667,0.441591429
FY2002-WHEELER-073,0.7,B,Debris Burning,32.0639,-82.7405,GA,Mar,0,2002,12,0.1,-1,-1,-1,0.142519308
PLUGHAT,1.5,B,Miscellaneous,47.44,-94.05333333,MN,May,0,1996,15,0.1,0,0,0,0.238597391
PONDEROSA,23,C,Arson,35.6333,-118.2676,CA,May,0,1992,15,1,-1,-1,-1,0.478990169
SKIMPY,2,B,Arson,33.3353,-110.4675,AZ,Apr,0,2005,16,0.1,0,0,0,0.402302039
CALFCANYON,0.7,B,Lightning,39.4,-110.2174,UT,Sep,1,1995,0,0.1,24.95714286,2.014285714,45.14285714,0.396337104
SNAKE,0.8,B,Miscellaneous,34.0697,-114.3233,AZ,Apr,4,2006,16,0.1,-1,-1,-1,0.440183686
EMMONS,600,E,Missing/Undefined,46.504167,-100.304167,ND,Jun,0,2006,15,10,0,0,0,0.297683575
SILVER HILL FIRE,0.8,B,Equipment Use,38.8425,-76.9311,MD,Feb,0,2011,0,0.1,0,0,0,0.087176002
BENCHLEY FIRE,22,C,Debris Burning,30.74851667,-96.48676667,TX,Mar,0,2011,12,1,0,0,0,0.269391897
SWEETHEART,90,C,Lightning,33.58333333,-111.1716667,AZ,Jul,1,1995,16,1,0,0,0,0.4091032
FY2001-EFFINGHAM-083,4.31,B,Debris Burning,32.3549,-81.3656,GA,May,0,2001,12,0.1,-1,-1,-1,0.13008058
GAP,25,C,Fireworks,41.863356,-111.372337,UT,Jul,2,2010,15,1,20.43333333,4.45,26.875,0.406713612
1.63E+13,42,C,Debris Burning,32.83159,-90.41373309,MS,Jan,0,2013,12,1,0,0,0,0.211430937
A1303022,50,C,Miscellaneous,42.2419,-96.5534,NE,Mar,0,2003,9,1,0,0,0,0.263447999
FY2012-WILKES-013,0.77,B,Miscellaneous,33.77426647,-82.92466164,GA,Sep,0,2011,16,0.1,0,0,0,0.142971396
JAWBONE COMPLEX,12018,G,Lightning,35.3419,-118.2383,CA,Aug,26,2012,15,100,29.72764706,4.442873969,23.01766784,0.478869405
IRRIGATION,80,C,Debris Burning,48.1147,-106.3323,MT,Apr,0,2002,15,1,0,0,0,0.355454762
WYANDOTTE,1.5,B,Missing/Undefined,39.506111,-121.419167,CA,Jul,0,2014,0,0.1,0,0,0,0.509103921
ROCKCREEK,15.4,C,Fireworks,42.38734,-114.31149,ID,Jul,1,2001,9,1,26.375,4.7125,31.625,0.435813125
DUNCAN,6.5,B,Debris Burning,36.427417,-88.239433,TN,Feb,0,2014,0,0.1,0,0,0,0.189251222
BOUNDARY,2.1,B,Miscellaneous,32.0383,-113.0728,AZ,Jun,1,2013,12,0.1,0,0,0,0.429086825
FT MEAD2-2,1,B,Lightning,44.3797,-103.4788,SD,Feb,0,1992,15,0.1,0,0,0,0.328667179
OLIVER CEMETARY,1,B,Debris Burning,35.6,-94.31666667,AR,Aug,0,1995,15,0.1,-1,-1,-1,0.245745541
S. MOUNTAIN,1,B,Lightning,35.205028,-106.200389,NM,Jul,0,2012,15,0.1,0,0,0,0.359225958
FY2000-WASHINGTON-043,7.37,B,Miscellaneous,33.0067,-82.6838,GA,Jan,0,1999,16,0.1,-1,-1,-1,0.141344613
UNNAMED FIRE 0522,2,B,Miscellaneous,35.099869,-119.362219,CA,Jul,0,2000,15,0.1,0,0,0,0.490454675
MINERAL 2,2,B,Lightning,38.50138889,-119.6216667,CA,Aug,1,2004,0,0.1,16.41666667,4.9,47.125,0.491192618
TWIN SPRINGS,1140,F,Lightning,37.45,-114.9833,NV,Jul,9,2006,0,50,29.94085603,4.363035019,26.90661479,0.444784972
FINALLY,5,B,Arson,35.0744,-97.8822,OK,Jan,0,2007,15,0.1,0,0,0,0.279526169
JOHNSON ROAD (67),30,C,Debris Burning,30.6719,-85.6732,FL,Mar,0,2013,12,1,0,0,0,0.16986858
1008 FIRE,445,E,Equipment Use,32.28048333,-97.84853333,TX,Jul,3,2011,12,10,34.47685185,3.342592593,32.51388889,0.281079711
MEDINA LAKE,44.2,C,Debris Burning,29.5855,-98.9885,TX,Apr,1,2013,12,1,22.125,5.1625,64.95774648,0.293932376
ALLEN ROAD,700,E,Debris Burning,37.37136,-83.7868,KY,Apr,1,2010,0,10,-1,-1,-1,0.148506825
CATCLAW,11,C,Arson,33.3751,-110.4573,AZ,May,0,1995,16,1,0,0,0,0.402174108
RAIL,20,C,Miscellaneous,40.5743,-122.3908,CA,Jul,0,2003,15,1,-1,-1,-1,0.518617045
BLACK,150,D,Miscellaneous,33.75,-111.505,AZ,Jul,0,1995,16,3,0,0,0,0.412296548
MEMBERS ONLY 7030,9.9,B,Missing/Undefined,43.8815,-118.595397,OR,Apr,0,2007,9,0.1,0,0,0,0.478544187
FY2016-ELBERT-003,0.83,B,Debris Burning,34.09972222,-82.99972222,GA,Aug,0,2015,16,0.1,-1,-1,-1,0.143426327
53,17,C,Lightning,34.73472222,-93.47416667,AR,Mar,0,2006,16,1,0,0,0,0.238438929
LAKESHORE DR  CLEARLAKE_O,31,C,Arson,38.992417,-122.702117,CA,Jun,0,2013,0,1,0,0,0,0.522548404
25-VANDY EVE FIRE-0438,75,C,Miscellaneous,27.5261,-81.8621,FL,Dec,0,2010,12,1,0,0,0,0.138352656
RANGE,5,B,Lightning,30.38833333,-84.46527778,FL,Jun,1,2008,12,0.1,26.17954545,2.293181818,78.13953488,0.159218908
3-2 BEAR,1,B,Lightning,40.777233,-121.14175,CA,Jul,0,2014,15,0.1,0,0,0,0.505692076
MACHIAS,1.5,B,Debris Burning,44.71666755,-67.46666804,ME,May,0,1993,15,0.1,0,0,0,0.003970409
FY2001-BULLOCH-039,1.78,B,Debris Burning,32.355,-81.7502,GA,Feb,0,2001,12,0.1,-1,-1,-1,0.133494656
FY2011-STEWART-021,7.7,B,Debris Burning,31.96783525,-84.70295109,GA,Mar,0,2011,12,0.1,0,0,0,0.160158184
MADERA,1,B,Lightning,35.60194444,-105.64,NM,Jul,1,2003,15,0.1,24.75,4.891666667,35.375,0.353533442
MODENA,40,C,Arson,37.77143,-113.97806,UT,Jul,0,1999,0,1,0,0,0,0.434536504
SILVER CREEK RIDGE,1,B,Lightning,48.0589,-118.6375,WA,Jun,0,2009,15,0.1,0,0,0,0.477963953
FY2001-MITCHELL-041,0.9,B,Debris Burning,31.1216,-84.1354,GA,Jan,0,2000,12,0.1,0,0,0,0.155693121
FY2001-MITCHELL-086,0.7,B,Railroad,31.1388,-84.1554,GA,May,0,2001,12,0.1,0,0,0,0.155859418
HELLS CANYON,2,B,Lightning,40.33666667,-105.3661111,CO,Aug,2,2003,14,0.1,23.1958042,2.534265734,37.16783217,0.34841018
DIAMOND JACK,2.2,B,Lightning,44.69805556,-118.3927778,OR,Aug,0,1999,15,0.1,-1,-1,-1,0.476239713
